Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,Num_of_Baskets,weather,Period,Week_Day,Is_Holiday,City
indian,female,moderate,48,no,no_kids,small,purple,formal,pink,long sleeve,blue,short,clothes,3,7,no,57,4,7,2,Partly cloudy,Late Night,Saturday,no,Kuala Lumpur
malay,male,thin,54,yes,baby,big,yellow,traditional,orange,short_sleeve,blue,long,clothes,3,10,no,19,2,20,,Thunderstorms,Evening,Monday,no,Kuala Lumpur
chinese,male,thin,,no,baby,,brown,formal,red,short_sleeve,purple,long,blankets,4,8,yes,48,1,9,1,Partly cloudy,Late Night,Saturday,no,Majlis Perbandaran Ampang Jaya
malay,male,moderate,42,no,young,big,,casual,purple,short_sleeve,blue,short,blankets,4,10,yes,37,5,13,3,Passing clouds,Late Night,Wednesday,no,Majlis Perbandaran Ampang Jaya
malay,female,fat,20,no,baby,small,brown,casual,,long sleeve,blue_jeans,short,clothes,6,9,,34,4,17,3,Broken clouds,Morning,Monday,no,Majlis Perbandaran Ampang Jaya
foreigner,male,fat,33,yes,no_kids,big,white,formal,red,long sleeve,green,long,blankets,4,10,yes,25,0,14,2,Broken clouds,Noon,Tuesday,no,Kuala Lumpur
foreigner,male,moderate,40,yes,baby,small,yellow,casual,pink,long sleeve,,long,,6,9,yes,12,1,21,1,Broken clouds,Evening,Tuesday,no,Majlis Perbandaran Ampang Jaya
,female,moderate,47,yes,no_kids,big,purple,traditional,brown,short_sleeve,blue_jeans,long,clothes,3,10,no,54,4,8,3,Passing clouds,Early Morning,Thursday,no,Kuala Lumpur
indian,male,moderate,25,no,toddler,small,red,traditional,blue,long sleeve,,long,clothes,5,9,yes,40,0,,3,Broken clouds,Noon,Saturday,no,Majlis Perbandaran Ampang Jaya
indian,female,moderate,20,yes,no_kids,small,pink,formal,green,short_sleeve,purple,long,clothes,5,10,,25,5,17,3,Passing clouds,Morning,Wednesday,no,Majlis Perbandaran Ampang Jaya
chinese,female,thin,25,yes,young,big,orange,traditional,red,short_sleeve,brown,short,clothes,5,9,yes,32,3,17,2,Partly sunny,Noon,Thursday,no,Majlis Perbandaran Ampang Jaya
foreigner,female,fat,38,yes,baby,big,yellow,traditional,black,short_sleeve,orange,long,clothes,6,9,yes,,5,20,2,Broken clouds,Evening,Thursday,no,Majlis Perbandaran Ampang Jaya
indian,male,thin,44,yes,no_kids,small,green,,,long sleeve,brown,short,clothes,4,7,yes,42,3,,3,Partly sunny,Evening,Wednesday,no,Kuala Lumpur
chinese,male,fat,40,yes,toddler,,blue,traditional,black,short_sleeve,,short,blankets,4,10,yes,40,1,14,2,Broken clouds,Noon,Saturday,no,Majlis Perbandaran Kajang
foreigner,female,fat,48,no,young,,green,,grey,short_sleeve,blue,short,blankets,4,9,no,31,4,15,2,Broken clouds,Evening,Thursday,no,Majlis Perbandaran Kajang
chinese,,fat,43,yes,baby,big,,casual,red,short_sleeve,pink,short,blankets,3,8,no,,4,11,3,Broken clouds,Morning,Thursday,no,Kuala Lumpur
chinese,female,moderate,,no,toddler,big,green,traditional,grey,short_sleeve,black,short,,3,10,no,24,5,9,2,Partly cloudy,Late Night,Friday,no,Kuala Lumpur
foreigner,male,thin,53,no,no_kids,small,white,formal,red,long sleeve,orange,long,blankets,6,10,yes,,1,7,2,Partly sunny,Noon,Monday,no,Majlis Perbandaran Ampang Jaya
indian,female,moderate,,no,young,big,purple,casual,black,long sleeve,grey,long,clothes,3,7,yes,41,3,13,3,Partly cloudy,Late Night,Sunday,no,Kuala Lumpur
foreigner,male,fat,45,yes,young,big,white,traditional,white,short_sleeve,,short,blankets,6,7,no,20,1,10,1,Broken clouds,Noon,Monday,no,Kuala Lumpur
indian,male,fat,50,,young,big,yellow,casual,white,short_sleeve,blue,long,blankets,4,10,yes,58,2,21,2,Partly cloudy,Early Morning,Monday,no,Majlis Perbandaran Ampang Jaya
,,moderate,34,yes,toddler,big,,traditional,black,long sleeve,yellow,long,clothes,4,10,yes,26,3,12,1,Light rain,Early Morning,Sunday,no,Majlis Perbandaran Ampang Jaya
malay,female,moderate,40,no,baby,big,,formal,,short_sleeve,,short,blankets,3,9,yes,35,1,,1,Partly cloudy,Early Morning,Saturday,no,Kuala Lumpur
foreigner,female,thin,19,yes,no_kids,big,,casual,orange,short_sleeve,yellow,short,blankets,6,10,yes,,2,13,2,Partly sunny,Morning,Thursday,no,Kuala Lumpur
,male,fat,30,yes,no_kids,small,yellow,traditional,purple,long sleeve,yellow,long,clothes,5,8,no,32,5,14,1,Broken clouds,Morning,Tuesday,no,Majlis Perbandaran Ampang Jaya
indian,female,thin,19,,young,small,,casual,orange,short_sleeve,blue,short,blankets,3,9,yes,28,0,12,1,Broken clouds,Evening,Saturday,no,Majlis Perbandaran Ampang Jaya
malay,female,,35,no,toddler,big,white,casual,,short_sleeve,yellow,long,clothes,4,9,no,43,5,11,2,Partly sunny,Evening,Tuesday,no,Majlis Perbandaran Ampang Jaya
chinese,male,fat,45,yes,no_kids,big,,formal,purple,short_sleeve,pink,short,blankets,3,8,,15,0,,2,Partly cloudy,Late Night,Thursday,no,Kuala Lumpur
indian,female,thin,50,no,no_kids,small,purple,formal,,short_sleeve,orange,short,clothes,6,8,yes,52,0,12,2,Thunderstorms,Evening,Friday,yes,Majlis Perbandaran Ampang Jaya
foreigner,male,,44,yes,toddler,big,red,casual,white,short_sleeve,orange,long,clothes,3,10,yes,42,1,10,3,Partly sunny,Morning,Thursday,no,Majlis Perbandaran Ampang Jaya
malay,male,,47,yes,baby,big,,formal,white,short_sleeve,,long,clothes,6,7,no,18,0,18,2,Thunderstorms,Evening,Sunday,no,Kuala Lumpur
,female,thin,28,yes,toddler,small,white,traditional,brown,short_sleeve,red,short,clothes,5,7,,22,3,17,1,Fog,Morning,Monday,no,Kuala Lumpur
foreigner,female,thin,47,no,toddler,small,orange,casual,orange,short_sleeve,purple,long,clothes,5,10,no,33,5,17,2,Broken clouds,Evening,Saturday,no,Kuala Lumpur
indian,male,fat,23,,toddler,small,red,,orange,long sleeve,green,long,blankets,6,8,no,45,0,15,2,Partly cloudy,Early Morning,Wednesday,no,Kuala Lumpur
malay,female,fat,26,yes,baby,,green,traditional,purple,,red,long,blankets,6,7,no,51,4,20,1,Partly cloudy,Late Night,Sunday,no,Majlis Perbandaran Ampang Jaya
,female,fat,35,yes,no_kids,small,yellow,formal,,short_sleeve,purple,short,blankets,6,7,yes,32,1,9,,Partly cloudy,Night,Wednesday,no,Kuala Lumpur
chinese,female,moderate,,yes,young,big,brown,formal,red,,red,short,blankets,4,8,yes,50,4,10,2,Thunderstorms,Night,Sunday,no,Kuala Lumpur
malay,female,moderate,26,yes,toddler,,orange,formal,blue,long sleeve,red,long,blankets,4,10,,50,3,9,,Partly cloudy,Early Morning,Monday,yes,Majlis Perbandaran Ampang Jaya
chinese,male,thin,33,no,young,big,yellow,traditional,black,short_sleeve,red,long,blankets,5,8,,35,0,10,2,Broken clouds,Noon,Friday,no,Majlis Perbandaran Ampang Jaya
chinese,female,,19,no,toddler,big,yellow,traditional,grey,short_sleeve,orange,short,,6,7,yes,37,0,11,1,More clouds than sun,Evening,Thursday,no,Majlis Perbandaran Ampang Jaya
chinese,female,,28,yes,baby,big,blue,traditional,green,short_sleeve,yellow,short,clothes,5,8,no,18,0,13,3,Partly cloudy,Night,Sunday,no,Kuala Lumpur
chinese,female,fat,57,,young,small,red,,grey,short_sleeve,yellow,short,blankets,6,8,yes,19,2,20,1,Broken clouds,Noon,Tuesday,no,Majlis Perbandaran Ampang Jaya
malay,male,thin,51,,toddler,big,yellow,traditional,pink,long sleeve,green,short,,4,8,yes,26,1,19,3,Partly cloudy,Night,Tuesday,no,Majlis Perbandaran Ampang Jaya
indian,female,,19,,toddler,small,black,casual,purple,long sleeve,purple,long,blankets,5,7,yes,16,5,12,1,Broken clouds,Noon,Thursday,no,Kuala Lumpur
malay,male,moderate,36,yes,no_kids,small,brown,formal,orange,long sleeve,black,long,clothes,5,7,yes,11,3,11,2,Partly cloudy,Late Night,Saturday,no,Kuala Lumpur
chinese,male,thin,21,,toddler,big,brown,traditional,purple,short_sleeve,orange,long,clothes,6,10,yes,24,0,11,3,Broken clouds,Morning,Thursday,no,Majlis Perbandaran Ampang Jaya
indian,female,thin,55,no,toddler,small,,casual,orange,short_sleeve,blue,short,clothes,4,8,no,35,3,21,3,Partly sunny,Evening,Tuesday,no,Majlis Perbandaran Ampang Jaya
malay,female,moderate,44,no,baby,big,green,traditional,red,long sleeve,purple,short,blankets,6,9,no,27,3,8,2,Passing clouds,Late Night,Sunday,no,Kuala Lumpur
malay,male,thin,57,yes,baby,big,,traditional,,long sleeve,black,short,clothes,6,8,yes,45,0,13,2,Broken clouds,Evening,Tuesday,no,Majlis Perbandaran Ampang Jaya
chinese,male,thin,26,no,baby,big,blue,traditional,purple,short_sleeve,pink,long,blankets,3,8,,18,3,16,2,Overcast,Noon,Thursday,no,Kuala Lumpur
chinese,,thin,21,no,young,big,red,casual,brown,,black,short,clothes,6,7,no,60,4,14,2,Partly cloudy,Night,Friday,yes,Kuala Lumpur
foreigner,male,moderate,56,no,toddler,,brown,formal,,short_sleeve,blue_jeans,short,clothes,4,9,yes,39,0,11,2,Passing clouds,Night,Wednesday,no,Majlis Perbandaran Ampang Jaya
foreigner,female,,41,,young,big,yellow,formal,purple,short_sleeve,grey,short,clothes,5,7,no,26,0,20,3,Broken clouds,Evening,Tuesday,no,Kuala Lumpur
,male,thin,18,yes,no_kids,big,,traditional,black,long sleeve,blue,long,blankets,6,10,no,49,1,21,2,Broken clouds,Evening,Saturday,no,Kuala Lumpur
indian,,fat,35,no,no_kids,big,red,,brown,,blue,long,clothes,5,8,no,27,2,9,3,Partly sunny,Evening,Friday,no,Majlis Perbandaran Ampang Jaya
malay,female,moderate,35,no,young,small,pink,formal,pink,long sleeve,blue,short,blankets,4,10,yes,56,0,14,3,Broken clouds,Noon,Saturday,no,Majlis Perbandaran Ampang Jaya
malay,male,moderate,39,yes,baby,small,purple,traditional,grey,short_sleeve,black,long,clothes,6,9,no,55,2,16,3,Partly cloudy,Early Morning,Sunday,no,Majlis Perbandaran Ampang Jaya
indian,female,,46,no,toddler,big,orange,traditional,white,short_sleeve,white,short,clothes,6,10,no,20,4,20,1,Broken clouds,Morning,Monday,no,Kuala Lumpur
,male,thin,46,no,baby,small,green,formal,,short_sleeve,blue,long,blankets,4,7,no,30,0,15,3,Partly sunny,Morning,Tuesday,no,Kuala Lumpur
malay,female,thin,,no,no_kids,big,,traditional,black,short_sleeve,grey,long,blankets,3,8,yes,11,2,16,3,Partly cloudy,Early Morning,Monday,no,Kuala Lumpur
chinese,male,thin,47,no,no_kids,big,blue,traditional,purple,short_sleeve,orange,long,clothes,3,8,no,43,3,9,3,Partly cloudy,Late Night,Friday,no,Kuala Lumpur
chinese,male,moderate,29,yes,baby,,black,casual,black,short_sleeve,red,long,clothes,4,8,no,39,0,19,,Passing clouds,Late Night,Wednesday,no,Majlis Perbandaran Ampang Jaya
malay,male,fat,36,yes,toddler,small,pink,casual,purple,,black,short,blankets,3,9,yes,23,4,21,1,Broken clouds,Evening,Friday,no,Kuala Lumpur
indian,male,moderate,25,no,baby,,pink,casual,purple,short_sleeve,pink,short,clothes,6,7,no,22,3,14,3,Partly cloudy,Early Morning,Monday,no,Kuala Lumpur
chinese,female,moderate,24,no,baby,small,purple,casual,pink,short_sleeve,grey,short,blankets,6,8,no,40,0,10,1,Partly cloudy,Night,Sunday,yes,Majlis Perbandaran Ampang Jaya
chinese,male,fat,27,yes,young,small,grey,casual,,,blue,long,clothes,5,8,yes,52,5,21,1,Partly cloudy,Early Morning,Tuesday,no,Majlis Perbandaran Ampang Jaya
malay,male,moderate,29,,baby,big,black,,white,,green,long,blankets,3,10,no,19,5,20,1,Partly cloudy,Night,Friday,yes,Majlis Perbandaran Ampang Jaya
indian,male,thin,54,no,no_kids,small,orange,casual,brown,short_sleeve,,long,blankets,4,7,yes,59,1,10,2,Partly sunny,Morning,Thursday,no,Kuala Lumpur
malay,female,fat,23,yes,young,small,red,traditional,black,long sleeve,black,short,clothes,5,10,,44,3,11,3,Partly cloudy,Early Morning,Tuesday,no,Majlis Perbandaran Ampang Jaya
foreigner,female,,58,no,toddler,small,pink,formal,black,long sleeve,purple,long,clothes,5,7,yes,29,4,21,1,Broken clouds,Evening,Saturday,no,Majlis Perbandaran Ampang Jaya
malay,,thin,23,no,young,small,blue,traditional,,short_sleeve,blue,short,clothes,6,9,yes,49,0,9,3,Partly cloudy,Night,Saturday,no,Kuala Lumpur
indian,,moderate,27,yes,toddler,small,blue,casual,brown,short_sleeve,red,long,clothes,3,8,yes,27,1,7,2,Passing clouds,Early Morning,Sunday,no,Majlis Perbandaran Ampang Jaya
chinese,female,moderate,54,yes,toddler,,white,casual,pink,long sleeve,yellow,short,blankets,6,9,yes,22,4,14,,Broken clouds,Evening,Thursday,no,Majlis Perbandaran Ampang Jaya
malay,female,thin,18,yes,no_kids,big,green,casual,black,short_sleeve,green,short,clothes,3,10,yes,24,2,11,2,Partly sunny,Morning,Saturday,no,Majlis Perbandaran Ampang Jaya
chinese,female,moderate,43,yes,no_kids,small,black,casual,grey,short_sleeve,blue,long,clothes,6,9,no,21,3,21,2,Partly cloudy,Early Morning,Monday,no,Majlis Perbandaran Kajang
indian,male,moderate,18,no,young,big,brown,,pink,short_sleeve,blue_jeans,short,clothes,5,7,no,34,2,9,2,Partly cloudy,Early Morning,Thursday,no,Kuala Lumpur
,male,fat,19,yes,toddler,,yellow,formal,green,,yellow,short,clothes,4,7,yes,38,4,7,,Partly cloudy,Late Night,Thursday,no,Kuala Lumpur
malay,male,thin,60,no,toddler,small,green,casual,brown,short_sleeve,blue,short,blankets,4,10,yes,32,5,9,2,Partly cloudy,Early Morning,Saturday,no,Majlis Perbandaran Ampang Jaya
,male,moderate,25,,young,small,grey,traditional,black,long sleeve,purple,long,blankets,6,9,yes,47,4,19,3,Partly cloudy,Early Morning,Friday,yes,Majlis Perbandaran Ampang Jaya
indian,female,fat,23,,young,small,purple,formal,,long sleeve,white,long,blankets,6,9,no,16,0,10,1,Broken clouds,Noon,Thursday,no,Majlis Perbandaran Ampang Jaya
indian,male,thin,32,yes,young,small,white,casual,white,long sleeve,yellow,long,blankets,4,10,,26,0,10,1,Passing clouds,Morning,Sunday,no,Majlis Perbandaran Ampang Jaya
foreigner,,fat,30,yes,young,big,brown,casual,,short_sleeve,black,long,blankets,3,9,no,32,3,19,3,Partly cloudy,Night,Sunday,no,Majlis Perbandaran Ampang Jaya
malay,female,thin,27,yes,young,,white,formal,,long sleeve,brown,long,clothes,4,7,no,19,0,15,,Passing clouds,Night,Monday,no,Majlis Perbandaran Ampang Jaya
indian,female,thin,23,yes,baby,small,red,formal,grey,long sleeve,red,long,clothes,4,8,no,16,2,15,1,Broken clouds,Noon,Sunday,yes,Majlis Perbandaran Ampang Jaya
,male,moderate,25,yes,baby,big,pink,casual,grey,short_sleeve,pink,long,blankets,4,10,no,47,2,11,3,Passing clouds,Early Morning,Thursday,no,Kuala Lumpur
malay,female,thin,20,yes,no_kids,,green,traditional,yellow,long sleeve,yellow,long,clothes,6,7,no,43,4,7,3,Partly cloudy,Early Morning,Sunday,no,Kuala Lumpur
malay,male,thin,58,yes,no_kids,small,green,traditional,grey,short_sleeve,black,long,,5,10,yes,21,0,10,1,Partly cloudy,Night,Tuesday,no,Kuala Lumpur
foreigner,male,moderate,24,no,no_kids,small,blue,traditional,purple,long sleeve,blue,short,clothes,3,10,yes,33,1,15,3,Partly sunny,Morning,Friday,no,Majlis Perbandaran Ampang Jaya
malay,female,thin,38,yes,young,big,grey,formal,black,long sleeve,black,long,,6,8,yes,56,4,19,3,Thunderstorms,Night,Wednesday,no,Kuala Lumpur
chinese,female,thin,18,no,toddler,big,green,casual,yellow,long sleeve,blue,short,blankets,6,10,yes,44,1,16,3,Partly cloudy,Early Morning,Monday,no,Kuala Lumpur
,male,thin,28,no,toddler,big,white,casual,white,long sleeve,white,long,clothes,3,8,no,13,4,10,1,Broken clouds,Noon,Saturday,no,Majlis Perbandaran Ampang Jaya
chinese,female,thin,49,no,toddler,small,orange,formal,red,short_sleeve,blue,short,,5,9,no,23,0,20,1,Partly cloudy,Late Night,Tuesday,no,Kuala Lumpur
malay,male,,,yes,toddler,small,pink,,red,long sleeve,green,long,blankets,6,8,yes,59,1,9,1,Broken clouds,Noon,Thursday,no,Majlis Perbandaran Ampang Jaya
malay,male,fat,19,,young,,blue,traditional,white,long sleeve,brown,long,clothes,6,7,no,12,5,16,3,Passing clouds,Night,Sunday,no,Kuala Lumpur
,male,moderate,35,yes,toddler,,,traditional,grey,short_sleeve,blue_jeans,long,clothes,5,10,no,41,0,15,2,Partly cloudy,Early Morning,Friday,no,Kuala Lumpur
foreigner,female,thin,58,no,young,big,yellow,casual,black,long sleeve,blue,short,blankets,4,8,yes,18,0,8,3,Broken clouds,Morning,Tuesday,no,Majlis Perbandaran Ampang Jaya
foreigner,female,moderate,45,yes,baby,big,pink,traditional,grey,short_sleeve,blue,short,blankets,5,10,yes,42,2,9,3,Partly cloudy,Night,Thursday,no,Majlis Perbandaran Ampang Jaya
malay,male,thin,56,,no_kids,big,blue,formal,,long sleeve,red,short,blankets,4,8,no,11,0,13,2,Partly cloudy,Night,Monday,no,Majlis Perbandaran Ampang Jaya
chinese,male,,46,no,toddler,big,,formal,orange,long sleeve,blue_jeans,long,blankets,3,10,no,54,0,17,2,Partly cloudy,Early Morning,Monday,no,Majlis Perbandaran Ampang Jaya
indian,male,thin,,,young,small,pink,formal,,short_sleeve,black,short,blankets,6,9,no,30,1,12,2,Broken clouds,Noon,Sunday,no,Majlis Perbandaran Ampang Jaya
foreigner,female,fat,52,no,toddler,small,pink,formal,red,short_sleeve,black,short,blankets,4,7,no,55,1,17,2,Broken clouds,Noon,Thursday,yes,Majlis Perbandaran Ampang Jaya
foreigner,male,fat,52,yes,toddler,,brown,traditional,red,short_sleeve,brown,long,blankets,6,8,,14,5,20,,Broken clouds,Noon,Saturday,no,Kuala Lumpur
malay,male,fat,56,yes,toddler,big,green,,purple,long sleeve,brown,short,clothes,6,7,no,18,0,14,1,Partly cloudy,Early Morning,Thursday,no,Kuala Lumpur
malay,female,moderate,56,no,no_kids,small,purple,traditional,brown,long sleeve,blue,short,clothes,4,9,yes,13,2,13,3,Partly cloudy,Morning,Saturday,no,Majlis Perbandaran Ampang Jaya
malay,female,fat,30,yes,toddler,small,yellow,formal,green,long sleeve,white,long,clothes,6,7,no,36,2,13,2,Partly cloudy,Night,Monday,no,Kuala Lumpur
chinese,female,,56,no,young,big,pink,formal,black,short_sleeve,brown,long,blankets,5,9,no,46,3,10,3,Broken clouds,Evening,Saturday,no,Kuala Lumpur
indian,female,moderate,,yes,no_kids,big,brown,traditional,,short_sleeve,,long,clothes,4,10,no,29,4,16,1,Passing clouds,Early Morning,Wednesday,no,Kuala Lumpur
indian,male,fat,,no,baby,small,green,traditional,black,long sleeve,brown,long,clothes,5,7,,60,3,19,3,Broken clouds,Noon,Thursday,no,Kuala Lumpur
indian,female,fat,27,no,no_kids,big,white,formal,black,long sleeve,yellow,short,clothes,4,9,no,24,2,14,3,Broken clouds,Noon,Sunday,yes,Majlis Perbandaran Ampang Jaya
,female,fat,19,no,toddler,,red,formal,white,long sleeve,orange,long,,5,9,no,33,3,11,2,Passing clouds,Morning,Thursday,no,Majlis Perbandaran Ampang Jaya
malay,female,moderate,36,yes,toddler,big,,casual,purple,,pink,short,blankets,4,8,no,34,0,11,2,Partly cloudy,Late Night,Monday,no,Kuala Lumpur
indian,female,moderate,21,yes,no_kids,big,blue,casual,orange,short_sleeve,red,long,clothes,5,7,yes,25,1,8,1,Broken clouds,Morning,Friday,no,Kuala Lumpur
foreigner,male,moderate,54,no,baby,small,orange,casual,blue,long sleeve,yellow,short,,3,7,no,57,0,7,2,Passing clouds,Early Morning,Tuesday,no,Kuala Lumpur
malay,female,,53,,no_kids,small,white,formal,pink,long sleeve,black,short,clothes,6,7,no,14,3,8,,Partly cloudy,Early Morning,Thursday,yes,Majlis Perbandaran Ampang Jaya
foreigner,female,fat,22,no,toddler,small,blue,traditional,green,long sleeve,,long,blankets,5,9,no,11,4,13,1,Broken clouds,Noon,Sunday,no,Majlis Perbandaran Ampang Jaya
foreigner,male,moderate,54,no,baby,small,green,formal,white,long sleeve,,short,,5,9,yes,60,5,16,3,Partly cloudy,Late Night,Saturday,no,Majlis Perbandaran Kajang
,female,moderate,53,,toddler,big,black,,black,,blue,long,blankets,4,7,,58,4,11,3,Partly sunny,Noon,Monday,no,Kuala Lumpur
indian,male,,36,no,baby,small,black,traditional,yellow,long sleeve,purple,long,clothes,5,8,,26,4,12,2,Broken clouds,Noon,Wednesday,no,Kuala Lumpur
chinese,female,thin,23,yes,young,small,green,formal,green,short_sleeve,pink,long,clothes,4,7,no,29,5,9,1,Broken clouds,Morning,Sunday,no,Majlis Perbandaran Ampang Jaya
foreigner,male,fat,24,yes,toddler,small,white,,black,short_sleeve,red,long,blankets,6,7,no,29,0,18,2,Broken clouds,Morning,Friday,no,Kuala Lumpur
foreigner,female,thin,57,no,no_kids,small,black,formal,black,short_sleeve,,long,clothes,4,7,no,25,0,20,2,Broken clouds,Evening,Monday,no,Kuala Lumpur
,male,fat,33,yes,no_kids,big,,casual,pink,short_sleeve,pink,short,clothes,4,8,,49,2,7,3,Partly cloudy,Early Morning,Thursday,no,Kuala Lumpur
foreigner,male,fat,26,no,baby,small,orange,traditional,orange,long sleeve,black,short,clothes,5,10,yes,48,3,13,3,Broken clouds,Noon,Monday,no,Kuala Lumpur
indian,female,fat,49,yes,young,big,red,casual,red,long sleeve,black,short,blankets,4,10,no,53,2,20,1,Passing clouds,Night,Friday,no,Kuala Lumpur
foreigner,female,fat,31,no,toddler,big,pink,,,long sleeve,orange,short,clothes,3,10,yes,12,3,18,1,Broken clouds,Noon,Sunday,yes,Majlis Perbandaran Ampang Jaya
indian,male,moderate,58,yes,young,big,black,formal,purple,long sleeve,black,long,clothes,6,7,no,37,3,9,2,Passing clouds,Early Morning,Thursday,no,Majlis Perbandaran Ampang Jaya
chinese,male,fat,58,no,baby,big,blue,formal,black,long sleeve,,long,clothes,3,9,,36,3,17,2,Partly cloudy,Night,Sunday,no,Kuala Lumpur
indian,male,,56,yes,baby,small,pink,formal,yellow,short_sleeve,black,short,clothes,5,8,yes,46,0,12,2,Broken clouds,Evening,Wednesday,no,Majlis Perbandaran Ampang Jaya
chinese,,thin,58,no,no_kids,small,brown,casual,purple,short_sleeve,,long,clothes,5,9,yes,41,1,21,1,Partly cloudy,Night,Thursday,no,Kuala Lumpur
indian,male,thin,26,,young,big,green,traditional,brown,long sleeve,purple,long,clothes,6,8,yes,51,4,11,2,Partly cloudy,Night,Friday,no,Kuala Lumpur
